,Storm identification number,storm name,monthdaytime,year,latitude (deg N),longitude (deg W),maximum wind speed (kt),minimum central pressure (hPa),radius of maximum wind speed (nm),eye diameter (nm),pressure of the outer closed isobar (hPa),radius of the outer closed isobar (nm),radii (nm) of 34 kt wind to the NE,radii (nm) of 34 kt wind to the SE,radii (nm) of 34 kt wind to the SW,radii (nm) of 34 kt wind to the NW,radii (nm) of 50 kt wind to the NE,radii (nm) of 50 kt wind to the SE,radii (nm) of 50 kt wind to the SW,radii (nm) of 50 kt wind to the NW,radii (nm) of 64 kt wind to the NE,radii (nm) of 64 kt wind to the SE,radii (nm) of 64 kt wind to the SW,radii (nm) of 64 kt wind to the NW,storm type code,distance to the nearest major landmass (km)
7540,AL3005 ,EPSILON   ,120112,2005,30.8,51.9,50,992,30.0,,1006.0,350.0,100.0,100.0,100.0,100.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,* ,1770.0
7541,AL3005 ,EPSILON   ,120118,2005,31.4,51.3,55,991,30.0,,1006.0,350.0,100.0,100.0,80.0,90.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,* ,1707.0
7542,AL3005 ,EPSILON   ,120200,2005,31.9,50.6,55,991,30.0,,1006.0,350.0,100.0,100.0,80.0,90.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,* ,1659.0
7543,AL3005 ,EPSILON   ,120206,2005,32.5,49.8,55,990,30.0,,1009.0,350.0,100.0,100.0,80.0,90.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,* ,1603.0
7544,AL3005 ,EPSILON   ,120212,2005,33.2,48.9,60,989,30.0,25.0,1009.0,350.0,100.0,100.0,100.0,90.0,30.0,40.0,30.0,30.0,0.0,0.0,0.0,0.0,* ,1542.0
7545,AL3005 ,EPSILON   ,120218,2005,33.9,47.9,65,987,15.0,25.0,1009.0,350.0,100.0,100.0,100.0,90.0,30.0,40.0,30.0,30.0,15.0,15.0,15.0,15.0,* ,1489.0
7546,AL3005 ,EPSILON   ,120300,2005,34.3,47.1,65,987,15.0,,1009.0,350.0,100.0,100.0,100.0,100.0,40.0,40.0,40.0,40.0,15.0,15.0,15.0,15.0,* ,1468.0
7547,AL3005 ,EPSILON   ,120306,2005,34.5,46.2,65,987,15.0,,1008.0,250.0,100.0,100.0,100.0,100.0,40.0,40.0,40.0,40.0,15.0,15.0,15.0,15.0,* ,1475.0
7548,AL3005 ,EPSILON   ,120312,2005,34.5,45.0,65,987,15.0,15.0,1008.0,250.0,100.0,100.0,100.0,100.0,40.0,40.0,40.0,40.0,15.0,15.0,15.0,15.0,* ,1518.0
7549,AL3005 ,EPSILON   ,120318,2005,34.5,43.7,65,987,15.0,15.0,1008.0,250.0,100.0,100.0,100.0,100.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,* ,1571.0
7550,AL3005 ,EPSILON   ,120400,2005,34.3,42.3,65,987,20.0,20.0,1008.0,250.0,90.0,100.0,100.0,75.0,40.0,45.0,45.0,30.0,0.0,25.0,25.0,0.0,* ,1653.0
7551,AL3005 ,EPSILON   ,120406,2005,34.4,41.1,65,987,20.0,25.0,1008.0,300.0,75.0,100.0,100.0,75.0,30.0,45.0,45.0,30.0,,,,,* ,1701.0
7552,AL3005 ,EPSILON   ,120412,2005,34.3,39.8,70,984,20.0,15.0,1008.0,200.0,75.0,75.0,75.0,75.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,* ,1778.0
7553,AL3005 ,EPSILON   ,120418,2005,34.3,38.8,70,985,20.0,15.0,1008.0,200.0,75.0,75.0,75.0,75.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,* ,1833.0
7554,AL3005 ,EPSILON   ,120500,2005,34.2,37.8,70,985,20.0,30.0,1008.0,200.0,75.0,75.0,100.0,75.0,30.0,30.0,50.0,30.0,0.0,20.0,20.0,0.0,* ,1898.0
7555,AL3005 ,EPSILON   ,120506,2005,34.0,36.7,75,981,20.0,35.0,1010.0,225.0,75.0,75.0,100.0,75.0,30.0,30.0,50.0,30.0,0.0,20.0,20.0,0.0,* ,1980.0
7556,AL3005 ,EPSILON   ,120512,2005,33.8,35.5,75,981,20.0,15.0,1010.0,225.0,75.0,75.0,100.0,75.0,30.0,30.0,50.0,30.0,0.0,20.0,20.0,0.0,* ,2069.0
7557,AL3005 ,EPSILON   ,120518,2005,33.7,34.6,70,985,20.0,20.0,1010.0,225.0,75.0,75.0,100.0,75.0,30.0,30.0,50.0,30.0,0.0,20.0,20.0,0.0,* ,2119.0
7558,AL3005 ,EPSILON   ,120600,2005,33.4,33.8,65,986,20.0,,1010.0,225.0,75.0,75.0,100.0,75.0,30.0,30.0,50.0,30.0,0.0,20.0,20.0,0.0,* ,2038.0
7559,AL3005 ,EPSILON   ,120606,2005,33.1,33.7,65,986,20.0,20.0,1010.0,225.0,75.0,75.0,100.0,75.0,30.0,30.0,50.0,30.0,0.0,20.0,20.0,0.0,* ,2016.0
7560,AL3005 ,EPSILON   ,120612,2005,32.3,33.7,65,987,25.0,,1010.0,225.0,90.0,90.0,130.0,130.0,30.0,30.0,40.0,40.0,0.0,0.0,25.0,25.0,* ,1982.0
7561,AL3005 ,EPSILON   ,120618,2005,31.6,34.2,65,987,25.0,30.0,1010.0,225.0,90.0,90.0,130.0,130.0,30.0,30.0,40.0,40.0,0.0,0.0,25.0,25.0,* ,1995.0
7562,AL3005 ,EPSILON   ,120700,2005,30.8,34.9,65,987,25.0,,1012.0,200.0,100.0,75.0,100.0,130.0,40.0,30.0,40.0,70.0,0.0,20.0,25.0,35.0,* ,2041.0
7563,AL3005 ,EPSILON   ,120706,2005,30.1,36.0,65,987,25.0,20.0,1012.0,200.0,100.0,75.0,100.0,130.0,40.0,30.0,40.0,70.0,0.0,20.0,25.0,35.0,* ,2109.0
7564,AL3005 ,EPSILON   ,120712,2005,29.4,37.1,65,987,25.0,20.0,1012.0,200.0,110.0,110.0,110.0,130.0,45.0,35.0,35.0,45.0,25.0,0.0,0.0,25.0,* ,2183.0
7565,AL3005 ,EPSILON   ,120718,2005,28.7,38.1,60,991,25.0,,1012.0,200.0,110.0,110.0,110.0,130.0,45.0,35.0,35.0,45.0,0.0,0.0,0.0,0.0,* ,2255.0
7566,AL3005 ,EPSILON   ,120800,2005,28.2,38.8,50,997,25.0,,1012.0,175.0,90.0,90.0,75.0,75.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2309.0
7567,AL3005 ,EPSILON   ,120806,2005,27.4,39.3,35,1003,30.0,,1012.0,175.0,40.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2340.0
7568,AL3005 ,EPSILON   ,120812,2005,26.5,40.0,30,1005,30.0,,1012.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2393.0
7569,AL3005 ,EPSILON   ,120818,2005,25.9,40.5,30,1006,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2436.0
7570,AL3005 ,EPSILON   ,120900,2005,25.5,40.6,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2442.0
7571,AL3005 ,EPSILON   ,120906,2005,25.1,40.4,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2418.0
7572,AL3005 ,EPSILON   ,120912,2005,24.7,40.1,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2386.0
7573,AL3005 ,EPSILON   ,120918,2005,24.7,39.2,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2295.0
7574,AL3105 ,ZETA      ,123000,2005,23.9,35.6,30,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1925.0
7575,AL3105 ,ZETA      ,123006,2005,24.2,36.1,40,1005,,,,,125.0,125.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1978.0
7576,AL3105 ,ZETA      ,123012,2005,24.7,36.6,45,1002,70.0,,1008.0,150.0,140.0,140.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2032.0
7577,AL3105 ,ZETA      ,123018,2005,25.2,37.0,45,1000,60.0,,1016.0,200.0,160.0,160.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2077.0
7578,AL3105 ,ZETA      ,123100,2005,25.6,37.3,45,1000,60.0,,1019.0,225.0,175.0,175.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2112.0
7579,AL3105 ,ZETA      ,123106,2005,25.7,37.6,50,997,20.0,,1019.0,225.0,150.0,150.0,30.0,75.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,* ,2144.0
7580,AL3105 ,ZETA      ,123112,2005,25.7,37.9,50,997,20.0,,1019.0,225.0,120.0,120.0,30.0,75.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,* ,2173.0
7581,AL3105 ,ZETA      ,123118,2005,25.7,38.1,45,1000,20.0,,1019.0,225.0,120.0,120.0,30.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2193.0
7582,AL3105 ,ZETA      ,10100,2006,25.6,38.3,50,997,25.0,,1017.0,225.0,120.0,100.0,30.0,75.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2212.0
7583,AL3105 ,ZETA      ,10106,2006,25.4,38.4,50,997,25.0,,1017.0,225.0,120.0,100.0,30.0,75.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2220.0
7584,AL3105 ,ZETA      ,10112,2006,25.2,38.5,50,997,25.0,,1017.0,225.0,120.0,100.0,30.0,100.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2228.0
7585,AL3105 ,ZETA      ,10118,2006,25.0,38.6,55,994,25.0,,1015.0,180.0,130.0,80.0,30.0,90.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2236.0
7586,AL3105 ,ZETA      ,10200,2006,24.6,38.9,55,994,25.0,,1015.0,180.0,140.0,60.0,25.0,90.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2264.0
7587,AL3105 ,ZETA      ,10206,2006,24.3,39.7,50,997,30.0,,1015.0,180.0,140.0,60.0,20.0,100.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,* ,2344.0
7588,AL3105 ,ZETA      ,10212,2006,23.8,40.4,45,1000,25.0,,1014.0,150.0,120.0,60.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2414.0
7589,AL3105 ,ZETA      ,10218,2006,23.6,40.8,50,997,20.0,,1015.0,180.0,120.0,60.0,20.0,100.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2422.0
7590,AL3105 ,ZETA      ,10300,2006,23.4,41.0,55,994,20.0,,1015.0,180.0,100.0,75.0,25.0,100.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2392.0
7591,AL3105 ,ZETA      ,10306,2006,23.3,41.3,55,994,45.0,,1018.0,200.0,100.0,75.0,25.0,100.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2366.0
7592,AL3105 ,ZETA      ,10312,2006,23.2,41.6,55,994,40.0,,1018.0,200.0,100.0,75.0,25.0,100.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2340.0
7593,AL3105 ,ZETA      ,10318,2006,23.0,42.1,55,994,40.0,,1016.0,240.0,100.0,75.0,25.0,100.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2294.0
7594,AL3105 ,ZETA      ,10400,2006,22.6,42.4,55,994,40.0,,1016.0,240.0,125.0,75.0,25.0,125.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2240.0
7595,AL3105 ,ZETA      ,10406,2006,22.1,42.9,50,997,30.0,,1016.0,240.0,125.0,75.0,25.0,125.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,2165.0
7596,AL3105 ,ZETA      ,10412,2006,21.9,43.6,45,1000,25.0,,1016.0,240.0,125.0,50.0,25.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2110.0
7597,AL3105 ,ZETA      ,10418,2006,21.7,44.6,40,1002,25.0,,1016.0,240.0,125.0,50.0,25.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2042.0
7598,AL3105 ,ZETA      ,10500,2006,21.7,45.6,35,1005,25.0,,1014.0,240.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1996.0
7599,AL3105 ,ZETA      ,10506,2006,21.9,46.6,35,1005,25.0,,1014.0,240.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1969.0
7600,AL3105 ,ZETA      ,10512,2006,22.2,47.3,35,1006,35.0,,1014.0,240.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1933.0
7601,AL3105 ,ZETA      ,10518,2006,22.7,47.9,35,1007,40.0,,1014.0,240.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1916.0
7602,AL3105 ,ZETA      ,10600,2006,23.0,48.4,35,1007,40.0,,1012.0,200.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1873.0
7603,AL3105 ,ZETA      ,10606,2006,23.1,49.0,30,1007,40.0,,1012.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1816.0
7604,AL3105 ,ZETA      ,10612,2006,23.1,49.6,30,1008,40.0,,1012.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1756.0
7605,AL3105 ,ZETA      ,10618,2006,23.3,50.2,25,1009,40.0,,1012.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1703.0
7606,AL3105 ,ZETA      ,10700,2006,23.7,51.4,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1600.0
7607,AL3105 ,ZETA      ,10706,2006,24.2,52.7,25,1012,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1497.0
7608,AL3105 ,ZETA      ,10712,2006,24.8,54.2,25,1014,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1391.0
7609,AL3105 ,ZETA      ,10718,2006,26.3,55.7,25,1016,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1359.0
7610,AL0106 ,ALBERTO   ,61006,2006,20.0,85.0,25,1004,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,201.0
7611,AL0106 ,ALBERTO   ,61012,2006,21.0,85.3,30,1003,60.0,,1010.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,103.0
7612,AL0106 ,ALBERTO   ,61018,2006,21.9,85.7,30,1003,60.0,,1010.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,93.0
7613,AL0106 ,ALBERTO   ,61100,2006,22.5,86.3,35,1003,60.0,,1010.0,250.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,132.0
7614,AL0106 ,ALBERTO   ,61106,2006,23.1,87.1,35,1003,60.0,,1009.0,225.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,176.0
7615,AL0106 ,ALBERTO   ,61112,2006,23.6,87.8,40,1002,125.0,,1009.0,225.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,223.0
7616,AL0106 ,ALBERTO   ,61118,2006,24.3,87.8,40,1004,150.0,,1009.0,225.0,200.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,301.0
7617,AL0106 ,ALBERTO   ,61200,2006,25.0,87.8,40,1004,150.0,,1009.0,225.0,200.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,378.0
7618,AL0106 ,ALBERTO   ,61206,2006,25.8,87.4,45,1004,150.0,,1010.0,225.0,200.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,412.0
7619,AL0106 ,ALBERTO   ,61212,2006,26.8,86.3,60,1000,90.0,,1009.0,200.0,200.0,150.0,0.0,0.0,125.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,334.0
7620,AL0106 ,ALBERTO   ,61218,2006,27.5,85.4,60,997,90.0,,1009.0,200.0,200.0,150.0,0.0,60.0,125.0,100.0,0.0,30.0,0.0,0.0,0.0,0.0,* ,244.0
7621,AL0106 ,ALBERTO   ,61300,2006,28.0,85.0,60,995,50.0,,1009.0,200.0,140.0,140.0,0.0,60.0,60.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,* ,193.0
7622,AL0106 ,ALBERTO   ,61306,2006,28.8,84.4,55,995,50.0,,1009.0,175.0,90.0,150.0,30.0,60.0,30.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,* ,118.0
7623,AL0106 ,ALBERTO   ,61312,2006,29.5,84.1,45,996,50.0,,1009.0,175.0,60.0,100.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,54.0
7624,AL0106 ,ALBERTO   ,61318,2006,30.3,83.5,35,997,120.0,,1012.0,175.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-51.0
7625,AL0106 ,ALBERTO   ,61400,2006,31.3,82.8,35,1001,120.0,,1012.0,175.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-128.0
7626,AL0106 ,ALBERTO   ,61406,2006,32.8,81.9,30,1003,120.0,,1012.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-122.0
7627,AL0106 ,ALBERTO   ,61412,2006,34.3,80.7,35,1003,120.0,,1012.0,150.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-169.0
7628,AL0106 ,ALBERTO   ,61418,2006,35.5,77.5,35,1002,,,,,0.0,125.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-84.0
7629,AL0106 ,ALBERTO   ,61500,2006,37.0,73.0,45,999,,,,,0.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,236.0
7630,AL0106 ,ALBERTO   ,61506,2006,38.8,69.9,45,990,,,,,150.0,300.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,303.0
7631,AL0106 ,ALBERTO   ,61512,2006,40.9,66.8,50,979,,,,,150.0,300.0,100.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,E ,308.0
7632,AL0106 ,ALBERTO   ,61518,2006,42.6,64.2,55,971,,,,,200.0,425.0,125.0,90.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,E ,145.0
7633,AL0106 ,ALBERTO   ,61600,2006,44.0,62.0,55,969,,,,,200.0,425.0,125.0,90.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,E ,101.0
7634,AL0106 ,ALBERTO   ,61606,2006,46.0,58.5,50,972,,,,,200.0,425.0,125.0,90.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,E ,108.0
7635,AL0106 ,ALBERTO   ,61612,2006,47.4,55.0,45,985,,,,,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-7.0
7636,AL0106 ,ALBERTO   ,61618,2006,49.3,51.5,40,990,,,,,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,134.0
7637,AL0106 ,ALBERTO   ,61700,2006,50.8,45.2,40,995,,,,,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,612.0
7638,AL0106 ,ALBERTO   ,61706,2006,51.5,39.0,40,995,,,,,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1050.0
7639,AL0106 ,ALBERTO   ,61712,2006,53.0,34.5,40,995,,,,,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1387.0
7640,AL0106 ,ALBERTO   ,61718,2006,54.0,29.0,35,995,,,,,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1243.0
7641,AL0106 ,ALBERTO   ,61800,2006,54.5,23.0,30,995,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,848.0
7642,AL0106 ,ALBERTO   ,61806,2006,54.5,16.0,30,995,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,396.0
7643,AL0106 ,ALBERTO   ,61812,2006,54.5,12.0,30,995,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,146.0
7644,AL0106 ,ALBERTO   ,61818,2006,55.0,9.0,30,997,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,41.0
7645,AL0106 ,ALBERTO   ,61900,2006,56.5,5.5,30,999,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-8.0
7646,AL0106 ,ALBERTO   ,61906,2006,57.0,3.0,30,999,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-39.0
7647,AL0206 ,NOT NAMED ,71612,2006,37.2,68.7,30,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,509.0
7648,AL0206 ,NOT NAMED ,71618,2006,37.7,68.2,30,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,483.0
7649,AL0206 ,NOT NAMED ,71700,2006,38.3,67.6,30,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,447.0
7650,AL0206 ,NOT NAMED ,71706,2006,39.1,66.4,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,445.0
7651,AL0206 ,NOT NAMED ,71712,2006,40.0,65.1,40,1003,,,,,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,390.0
7652,AL0206 ,NOT NAMED ,71718,2006,41.1,63.7,45,998,,,,,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,305.0
7653,AL0206 ,NOT NAMED ,71800,2006,42.4,62.1,40,999,,,,,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,264.0
7654,AL0206 ,NOT NAMED ,71806,2006,43.7,60.1,35,1004,,,,,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,188.0
7655,AL0206 ,NOT NAMED ,71812,2006,45.5,58.0,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,157.0
7656,AL0206 ,NOT NAMED ,71818,2006,47.1,55.8,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,12.0
7657,AL0206 ,NOT NAMED ,71900,2006,48.6,52.9,25,1012,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,7.0
7658,AL0206 ,NOT NAMED ,71906,2006,49.2,49.4,25,1012,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,271.0
7659,AL0206 ,NOT NAMED ,71912,2006,49.8,46.1,25,1014,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,518.0
7660,AL0306 ,BERYL     ,71812,2006,32.3,73.3,30,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,406.0
7661,AL0306 ,BERYL     ,71818,2006,33.0,73.3,35,1008,40.0,,1016.0,150.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,355.0
7662,AL0306 ,BERYL     ,71900,2006,33.8,73.5,35,1006,40.0,,1016.0,150.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,283.0
7663,AL0306 ,BERYL     ,71906,2006,34.5,73.7,35,1005,30.0,,1016.0,150.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,228.0
7664,AL0306 ,BERYL     ,71912,2006,35.2,73.6,40,1004,30.0,,1016.0,150.0,85.0,85.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,213.0
7665,AL0306 ,BERYL     ,71918,2006,35.9,73.5,50,1003,15.0,,1016.0,150.0,85.0,85.0,40.0,40.0,15.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,* ,215.0
7666,AL0306 ,BERYL     ,72000,2006,36.6,73.2,50,1002,15.0,,1016.0,150.0,120.0,85.0,50.0,50.0,35.0,35.0,20.0,20.0,0.0,0.0,0.0,0.0,* ,232.0
7667,AL0306 ,BERYL     ,72006,2006,37.4,73.2,50,1001,30.0,,1019.0,150.0,120.0,90.0,60.0,50.0,40.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,* ,198.0
7668,AL0306 ,BERYL     ,72012,2006,38.3,73.0,50,1002,30.0,,1019.0,150.0,120.0,90.0,60.0,50.0,40.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,* ,171.0
7669,AL0306 ,BERYL     ,72018,2006,39.1,72.5,45,1002,30.0,,1019.0,150.0,120.0,90.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,167.0
7670,AL0306 ,BERYL     ,72100,2006,39.8,71.8,45,1003,30.0,,1018.0,150.0,90.0,75.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,129.0
7671,AL0306 ,BERYL     ,72106,2006,41.0,70.5,45,1000,30.0,,1016.0,150.0,75.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,71.0
